DuplicatedImage,OriginalImage
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padedge\rust_squared_edge_350.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padedge\rust_squared_edge_210.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padedge\rust_squared_edge_351.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padedge\rust_squared_edge_244.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padedge\rust_squared_edge_353.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padedge\rust_squared_edge_246.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padedge\rust_squared_edge_355.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padedge\rust_squared_edge_240.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padedge\rust_squared_edge_360.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padedge\rust_squared_edge_248.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padedge\rust_squared_edge_361.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padedge\rust_squared_edge_223.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padedge\rust_squared_edge_362.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padedge\rust_squared_edge_219.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padedge\rust_squared_edge_364.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padedge\rust_squared_edge_222.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padedge\rust_squared_edge_365.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padedge\rust_squared_edge_229.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padedge\rust_squared_edge_366.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padedge\rust_squared_edge_226.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padedge\rust_squared_edge_367.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padedge\rust_squared_edge_228.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padedge\rust_squared_edge_373.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padedge\rust_squared_edge_253.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padedge\rust_squared_edge_374.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padedge\rust_squared_edge_238.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padedge\rust_squared_edge_376.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padedge\rust_squared_edge_249.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padedge\rust_squared_edge_377.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padedge\rust_squared_edge_239.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padedge\rust_squared_edge_382.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padedge\rust_squared_edge_245.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padedge\rust_squared_edge_383.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padedge\rust_squared_edge_242.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padedge\rust_squared_edge_389.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padedge\rust_squared_edge_251.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padedge\rust_squared_edge_390.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padedge\rust_squared_edge_237.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padedge\rust_squared_edge_391.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padedge\rust_squared_edge_225.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padedge\rust_squared_edge_392.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padedge\rust_squared_edge_231.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padedge\rust_squared_edge_393.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padedge\rust_squared_edge_205.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padedge\rust_squared_edge_395.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padedge\rust_squared_edge_254.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padedge\rust_squared_edge_396.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padedge\rust_squared_edge_255.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padedge\rust_squared_edge_397.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padedge\rust_squared_edge_211.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padedge\rust_squared_edge_398.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padedge\rust_squared_edge_207.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padedge\rust_squared_edge_399.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padedge\rust_squared_edge_216.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padedge\rust_squared_edge_400.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padedge\rust_squared_edge_220.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padedge\rust_squared_edge_401.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padedge\rust_squared_edge_218.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padedge\rust_squared_edge_403.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padedge\rust_squared_edge_256.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padedge\rust_squared_edge_404.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padedge\rust_squared_edge_215.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padedge\rust_squared_edge_405.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padedge\rust_squared_edge_235.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padedge\rust_squared_edge_407.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padedge\rust_squared_edge_257.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padedge\rust_squared_edge_408.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padedge\rust_squared_edge_247.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padedge\rust_squared_edge_410.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padedge\rust_squared_edge_232.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padedge\rust_squared_edge_411.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padedge\rust_squared_edge_252.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padedge\rust_squared_edge_412.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padedge\rust_squared_edge_230.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padedge\rust_squared_edge_416.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padedge\rust_squared_edge_243.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padedge\rust_squared_edge_417.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padedge\rust_squared_edge_227.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padedge\rust_squared_edge_419.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padedge\rust_squared_edge_234.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padedge\rust_squared_edge_512.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padedge\rust_squared_edge_262.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padedge\rust_squared_edge_513.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padedge\rust_squared_edge_266.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padedge\rust_squared_edge_59.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padedge\rust_squared_edge_3.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padedge\rust_squared_edge_60.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padedge\rust_squared_edge_2.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padedge\rust_squared_edge_63.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padedge\rust_squared_edge_0.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padedge\rust_squared_edge_65.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padedge\rust_squared_edge_36.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padedge\rust_squared_edge_66.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padedge\rust_squared_edge_37.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padedge\rust_squared_edge_68.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padedge\rust_squared_edge_34.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\yellow_pre_processing\yellow_squared_w_padconstant\yellow_squared_constant_248.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\yellow_pre_processing\yellow_squared_w_padconstant\yellow_squared_constant_242.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\yellow_pre_processing\yellow_squared_w_padconstant\yellow_squared_constant_249.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\yellow_pre_processing\yellow_squared_w_padconstant\yellow_squared_constant_243.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\yellow_pre_processing\yellow_squared_w_padconstant\yellow_squared_constant_267.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\yellow_pre_processing\yellow_squared_w_padconstant\yellow_squared_constant_245.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\yellow_pre_processing\yellow_squared_w_padconstant\yellow_squared_constant_268.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\yellow_pre_processing\yellow_squared_w_padconstant\yellow_squared_constant_244.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\yellow_pre_processing\yellow_squared_w_padconstant\yellow_squared_constant_269.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\yellow_pre_processing\yellow_squared_w_padconstant\yellow_squared_constant_247.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\yellow_pre_processing\yellow_squared_w_padconstant\yellow_squared_constant_284.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\yellow_pre_processing\yellow_squared_w_padconstant\yellow_squared_constant_167.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\yellow_pre_processing\yellow_squared_w_padconstant\yellow_squared_constant_290.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\yellow_pre_processing\yellow_squared_w_padconstant\yellow_squared_constant_285.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\yellow_pre_processing\yellow_squared_w_padconstant\yellow_squared_constant_386.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\yellow_pre_processing\yellow_squared_w_padconstant\yellow_squared_constant_372.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\yellow_pre_processing\yellow_squared_w_padconstant\yellow_squared_constant_441.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\yellow_pre_processing\yellow_squared_w_padconstant\yellow_squared_constant_371.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\yellow_pre_processing\yellow_squared_w_padconstant\yellow_squared_constant_448.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\yellow_pre_processing\yellow_squared_w_padconstant\yellow_squared_constant_370.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\yellow_pre_processing\yellow_squared_w_padconstant\yellow_squared_constant_84.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\yellow_pre_processing\yellow_squared_w_padconstant\yellow_squared_constant_76.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\yellow_pre_processing\yellow_squared_w_padedge\yellow_squared_edge_248.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\yellow_pre_processing\yellow_squared_w_padedge\yellow_squared_edge_242.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\yellow_pre_processing\yellow_squared_w_padedge\yellow_squared_edge_249.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\yellow_pre_processing\yellow_squared_w_padedge\yellow_squared_edge_243.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\yellow_pre_processing\yellow_squared_w_padedge\yellow_squared_edge_267.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\yellow_pre_processing\yellow_squared_w_padedge\yellow_squared_edge_245.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\yellow_pre_processing\yellow_squared_w_padedge\yellow_squared_edge_268.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\yellow_pre_processing\yellow_squared_w_padedge\yellow_squared_edge_244.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\yellow_pre_processing\yellow_squared_w_padedge\yellow_squared_edge_269.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\yellow_pre_processing\yellow_squared_w_padedge\yellow_squared_edge_247.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\yellow_pre_processing\yellow_squared_w_padedge\yellow_squared_edge_284.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\yellow_pre_processing\yellow_squared_w_padedge\yellow_squared_edge_167.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\yellow_pre_processing\yellow_squared_w_padedge\yellow_squared_edge_290.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\yellow_pre_processing\yellow_squared_w_padedge\yellow_squared_edge_285.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\yellow_pre_processing\yellow_squared_w_padedge\yellow_squared_edge_386.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\yellow_pre_processing\yellow_squared_w_padedge\yellow_squared_edge_372.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\yellow_pre_processing\yellow_squared_w_padedge\yellow_squared_edge_441.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\yellow_pre_processing\yellow_squared_w_padedge\yellow_squared_edge_371.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\yellow_pre_processing\yellow_squared_w_padedge\yellow_squared_edge_448.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\yellow_pre_processing\yellow_squared_w_padedge\yellow_squared_edge_370.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\yellow_pre_processing\yellow_squared_w_padedge\yellow_squared_edge_84.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\yellow_pre_processing\yellow_squared_w_padedge\yellow_squared_edge_76.png
